college_name,location,domain,specialization,course,fee,relevant_exam,min_marks,type,accreditation,scholarship,facilities,link
IIT Banaras Hindu University (BHU) - Indian Institute of Technology,"Varanasi, Uttar Pradesh",Engineering and Technology,Electrical Engineering,B.Tech,228315.00,JEE-Advanced,3447.00,Government,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://iitbhu.ac.in/
IIT Banaras Hindu University (BHU) - Indian Institute of Technology,"Varanasi, Uttar Pradesh",Engineering and Technology,Civil Engineering,B.Tech,228315.00,JEE-Advanced,8552.00,Government,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://iitbhu.ac.in/
IIT Hyderabad - Indian Institute of Technology - [IITH],"Hyderabad, Telangana",Engineering and Technology,Computer Science and Engineering,B.Tech,241888.00,JEE-Advanced,649.00,Government,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://iith.ac.in/academics/under-graduate/
IIT Hyderabad - Indian Institute of Technology - [IITH],"Hyderabad, Telangana",Engineering and Technology,Mechanical Engineering,B.Tech,241888.00,JEE-Advanced,4252.00,Government,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://iith.ac.in/academics/under-graduate/
IIT Hyderabad - Indian Institute of Technology - [IITH],"Hyderabad, Telangana",Engineering and Technology,Civil Engineering,B.Tech,241888.00,JEE-Advanced,7463.00,Government,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://iith.ac.in/academics/under-graduate/
IIT Hyderabad - Indian Institute of Technology - [IITH],"Hyderabad, Telangana",Engineering and Technology,Electrical Engineering,B.Tech,241888.00,JEE-Advanced,1981.00,Government,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://iith.ac.in/academics/under-graduate/
All India Institute of Medical Sciences - [AIIMS],"New Delhi, Delhi NCR",Medical and Life Sciences,General,MBBS,1628.00,NEET,47.00,Government,NAAC,No,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.aiims.edu/
Christian Medical College - [CMC],"Vellore, Tamil Nadu",Medical and Life Sciences,General,MBBS,56330.00,NEET,758.00,Private,NAAC ,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.cmch-vellore.edu/
Banaras Hindu University - [BHU],"Varanasi, Uttar Pradesh",Medical and Life Sciences,General,MBBS,13410.00,NEET,1089.00,Government,"UGC, AIU",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.bhu.ac.in/
Kasturba Medical College - [KMC],"Manipal, Karnataka",Medical and Life Sciences,General,MBBS,1417700.00,NEET,37269.00,Private,MCI,No,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.manipal.edu/kmc-manipal.html
King George's Medical University - [KGMU],"Lucknow, Uttar Pradesh",Medical and Life Sciences,General,MBBS,54900.00,NEET,2059.00,Government,"DCI, MCI, UGC",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.kgmu.org/
All India Institute of Medical Sciences - [AIIMS],"Patna, Biha",Medical and Life Sciences,General,MBBS,3171.20,NEET,1476.00,Private,"INC, MCI",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/b6NF4fQ
Jawaharlal Institute of Postgraduate Medical Education and Research (JIPMER),"Pondicherry, Puducherry",Medical and Life Sciences,General,MBBS,14920.00,NEET,87672.00,Government,"DCI, MCI, UGC",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/6AKf2nt
Sri Ramachandra Institute of Higher Education and Research,"Chennai, Tamil Nadu",Medical and Life Sciences,General,MBBS,2500000.00,NEET,615686.00,Private,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.sriramachandra.edu.in/
St John's Medical College,"Bangalore, Karnataka",Medical and Life Sciences,General,MBBS,123535.00,NEET,NA,Private,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.stjohns.in/
Aligarh Muslim University - [AMU],"Aligarh, Uttar Pradesh",Medical and Life Sciences,General,MBBS,45690.00,NEET,8597.00,Government,NA,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.amu.ac.in/
Maulana Azad Medical College - [MAMC],"New Delhi, Delhi NCR",Medical and Life Sciences,General,MBBS,4445.00,NEET,151.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://mamc.delhi.gov.in/
Jamia Hamdard University,"New Delhi, Delhi NCR",Medical and Life Sciences,General,MBBS,2077500.00,NA,NA,Private,"AICTE, MCI, UGC",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/YyJQmPY
Kasturba Medical College - [KMC],"Mangalore, Karnataka",Medical and Life Sciences,General,MBBS,7798000.00,NEET,53956.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.manipal.edu/kmc-mangalore.html
Jagadguru Sri Shivarathreeshwara (JSS) Medical College and Hospital - [JSSMCH],"Mysore, Karnataka",Medical and Life Sciences,General,MBBS,1986400.00,NEET,15448.00,Private,NBA,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://jssuni.edu.in/JSSWeb/WebShowFromDB.aspx?K=ak0817162807044b56-b00f-49c0-9488-4fc5fe35c7fa
Christian Medical College - [CMC],"Ludhiana, Punjab",Medical and Life Sciences,General,MBBS,660000.00,NEET,46034.00,Private,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.cmcludhiana.in/
Vardhman Mahavir Medical College - [VMMC],"New Delhi, Delhi NCR",Medical and Life Sciences,General,MBBS,50000.00,NEET,141.00,Private,MCI,No,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.researchgate.net/profile/Ramesh-Verma-10
Dayanand Medical College and Hospital - [DMCH],"Pune, Maharashtra",Medical and Life Sciences,General,MBBS,2700000.00,NEET,NA,Government,"AICTE, UGC, MHRD, AIU",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.dmhospital.org/
Siksha 'O' Anusandhan University - [SOA],"Bhubaneswar, Odisha",Medical and Life Sciences,General,MBBS,2000000.00,NEET,NA,Private,"AICTE, MCI, ICAR, UGC, NBA",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.soa.ac.in/
SRM Institute of Science and Technology - [SRMIST],"Chennai, Tamil Nadu",Medical and Life Sciences,General,MBBS,2500000.00,NEET,NA,Private,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.srmist.edu.in/
University College of Medical Sciences - [UCMS],"New Delhi, Delhi NCR",Medical and Life Sciences,General,MBBS,30750.00,NEET,390.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/bZLmGSs
Dayanand Medical College and Hospital - [DMCH],"Ludhiana, Punjab",Medical and Life Sciences,General,MBBS,445000.00,NEET,51800.00,Private,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://en.wikipedia.org/wiki/Dayanand_Medical_College_%26_Hospital
Saveetha Medical College,"Chennai, Tamil Nadu",Medical and Life Sciences,General,MBBS,2525000.00,NEET,609404.00,Private,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.smc.saveetha.com/
Annamalai University - [AU],"Chidambaram, Tamil Nadu",Medical and Life Sciences,General,MBBS,554370.00,NEET,NA,Government,"NCTE, DCI, AICTE, MCI, UGC",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.annamalaiuniversity.ac.in/
Ramaiah Medical College,"Bangalore, Karnataka",Medical and Life Sciences,General,MBBS,2500000.00,NEET,14557.00,Private,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/weVSR6J
Regional Institute of Medical Sciences,"Imphal, Manipur",Medical and Life Sciences,General,MBBS,17700.00,NEET,25001.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.rims.edu.in/secure/
Sri Venkateswara Institute of Medical Sciences - [SVIMS],"Tirupati, Andhra Pradesh",Medical and Life Sciences,General,MBBS,67900.00,NEET,17349.00,Government,"MCI, UGC",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://svimstpt.ap.nic.in/
Kalinga Institute of Industrial Technology - [KIIT],"Bhubaneswar, Odisha",Medical and Life Sciences,General,MBBS,185000.00,NEET,273827.00,Private,"DCI, AICTE, INC, MCI, BCI",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/hj8cii3
Armed Forces Medical College - [AFMC],"Pune, Maharashtra",Medical and Life Sciences,General,MBBS,1623750.00,NEET,NA,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://afmc.nic.in/
Grant Medical College and Sir J. J. Group of Hospitals,"Mumbai, Maharashtra",Medical and Life Sciences,General,MBBS,139360.00,NEET,7881.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://ggmcjjh.com/
Bangalore Medical College and Research Institute - [BMCRI],"Bangalore, Karnataka",Medical and Life Sciences,General,MBBS,70200.00,NEET,49799.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/F65xzkN
Seth Gordhandas Sunderdas Medical College - [GSMC],"Parel, Mumbai",Medical and Life Sciences,General,MBBS,157380.00,NEET,1010.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/FC3fzCF
Government Medical College and Hospital - [GMCH],"Chandigarh, Chandigarh",Medical and Life Sciences,General,MBBS,24979.00,NEET,778.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.neetugguidance.in/state-institute.php?coldesc_id=8
Kolkata Medical College,"Kolkata, West Bengal",Medical and Life Sciences,General,MBBS,40500.00,NEET,3427.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.medicalcollegekolkata.in/main/page/about_us
Osmania Medical College - [OMC],"Medak, Telangana",Medical and Life Sciences,General,MBBS,27000.00,NEET,5919.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://omc.ac.in/
Gandhi Medical College,"Secunderabad, Telangana ",Medical and Life Sciences,General,MBBS,12000.00,NEET,3565.00,Government,NA,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",http://gmcsecunderabad.org/
Mahatma Gandhi Institute of Medical Sciences - [MGIMS],"Wardha, Maharashtra ",Medical and Life Sciences,General,MBBS,263160.00,NEET,15928.00,Private,NA,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.mgims.ac.in/
Amrita School of Medicine,"Kochi, Kerala",Medical and Life Sciences,General,MBBS,1976800.00,NEET,185389.00,Private,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.amrita.edu/school/medicine/
Era's Lucknow Medical College and Hospital,"Lucknow, Uttar Pradesh",Medical and Life Sciences,General,MBBS,1760000.00,NEET,482396.00,Private,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/7Yut9sR
Dr Rajendra Prasad Government Medical College - [RPGMC],"Kangra, Himachal Pradesh",Medical and Life Sciences,General,MBBS,60000.00,NEET,4461.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",http://rpgmc.ac.in/
KS Hegde Medical Academy - [KSHEMA],"Mangalore, Karnataka",Medical and Life Sciences,General,MBBS,1784500.00,NEET,45775.00,Private,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://nitte.edu.in/kshema
Lady Hardinge Medical College - [LHMC],"New Delhi, Delhi NCR",Medical and Life Sciences,General,MBBS,1655.00,NEET,826.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://lhmc-hosp.gov.in/
Madras Medical College - [MMC],"Chennai, Tamil Nadu",Medical and Life Sciences,General,MBBS,18073.00,NEET,2048.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.mmcrgggh.tn.gov.in/
Sikkim Manipal Institute of Medical Sciences - [SMIMS],"Gangtok, Sikkim",Medical and Life Sciences,General,MBBS,1905000.00,NEET,NA,Private,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/2osy1Rd
Lokmanya Tilak Municipal Medical College-[LTMMC],"Mumbai, Maharashtra",Medical and Life Sciences,General,MBBS,143220.00,NEET,7505.00,Government,"PCI, MCI, UGC",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",http://www.ltmgh.com/
Institute of Medical Sciences - [IMS BHU],"Varanasi, Uttar Pradesh",Medical and Life Sciences,General,MBBS,13410.00,NEET,1098.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://bhu.ac.in/Site/Page/1_4_2_269_Institute-of-Medical-Sciences-Introduction
Byramjee Jeejeebhoy Government Medical College - [BJMC],"Pune, Maharashtra",Medical and Life Sciences,General,MBBS,470000.00,NEET,7737.00,Government,MCI,No,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/qoZwkMY
Institute of Post Graduate Medical Education And Research - [IPGMER],"Kolkata, West Bengal",Medical and Life Sciences,General,MBBS,6500.00,NEET,3984.00,Government,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.ipgmer.gov.in/
Army College of Medical Science - [ACMS],"New Delhi, Delhi NCR",Medical and Life Sciences,General,MBBS,397000.00,NEET,NA,Private,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/YhXPRtT
B. J. Medical College - [BJMC],"Ahmedabad, Gujarat",Medical and Life Sciences,General,MBBS,25000.00,NEET,676.00,Private,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",http://www.bjmcabd.edu.in/
PSG Institute of Medical Sciences and Research - [PSGIMSR],"Coimbatore, Tamil Nadu",Medical and Life Sciences,General,MBBS,450000.00,Tamil-Nadu-NEET,2265.00,Private,MCI,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://psgimsr.ac.in/
All India Institute of Medical Sciences - [AIIMS],"Patna, Bihar",Medical and Life Sciences,Nursing,B.Sc,791.25,AIIMS-Paramedical ,383.00,Government,"INC, MCI",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://aiimspatna.edu.in/scholarship/
Aryabhatta Knowledge University - [AKU],"Patna, Bihar",Medical and Life Sciences,Nursing,B.Sc,NA  ,10+2,50.00,Government,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://akubihar.ac.in/
